customerID,call_date,issue_type,resolution_time,resolved
6461-SZMCV,1/7/2022,Technical,44,Yes
6461-SZMCV,2/4/2022,Technical,44,Yes
9143-CANJF,1/17/2022,Billing,32,Yes
9143-CANJF,2/7/2022,Contract,51,Yes
1089-HDMKP,9/21/2022,Other,20,Yes
1089-HDMKP,3/31/2022,Contract,14,No
6927-WTFIV,9/16/2022,Technical,27,Yes
6927-WTFIV,5/20/2022,Other,27,No
6927-WTFIV,2/5/2022,Other,53,No
1855-AGAWH,7/5/2022,Billing,53,Yes
6227-HWPWX,6/16/2022,Technical,20,No
6227-HWPWX,8/23/2022,Contract,20,Yes
6227-HWPWX,10/18/2022,Contract,50,No
6227-HWPWX,5/11/2022,Technical,49,No
5981-ITEMU,5/6/2022,Technical,29,No
5981-ITEMU,12/2/2022,Contract,9,Yes
5981-ITEMU,7/26/2022,Contract,22,Yes
5981-ITEMU,6/6/2022,Other,33,Yes
5981-ITEMU,6/21/2022,Technical,32,No
0505-SPOOW,9/1/2022,Billing,20,Yes
0505-SPOOW,11/10/2022,Other,26,No
6979-ZNSFF,5/19/2022,Other,26,Yes
6979-ZNSFF,6/7/2022,Other,13,No
3223-DWFIO,4/15/2022,Technical,12,Yes
3223-DWFIO,11/15/2022,Billing,51,Yes
8092-NLTGF,3/24/2022,Billing,51,Yes
8092-NLTGF,8/24/2022,Billing,38,Yes
8092-NLTGF,8/3/2022,Technical,7,No
8092-NLTGF,6/13/2022,Contract,28,No
1154-HYWWO,4/13/2022,Technical,40,No
1154-HYWWO,10/10/2022,Contract,13,No
1154-HYWWO,1/9/2022,Technical,11,Yes
1154-HYWWO,1/19/2022,Technical,21,No
2990-HWIML,3/20/2022,Contract,20,Yes
2990-HWIML,10/12/2022,Billing,42,No
2990-HWIML,12/15/2022,Contract,19,No
2990-HWIML,8/18/2022,Technical,23,Yes
5542-DHSXL,12/1/2022,Contract,29,Yes
5542-DHSXL,7/13/2022,Other,5,No
5542-DHSXL,10/23/2022,Contract,20,No
5542-DHSXL,7/22/2022,Technical,46,Yes
5924-SNGKP,5/18/2022,Other,29,Yes
5924-SNGKP,12/20/2022,Technical,24,No
4892-VLANZ,2/14/2022,Technical,48,Yes
4892-VLANZ,8/16/2022,Other,15,Yes
4892-VLANZ,12/2/2022,Contract,7,No
4892-VLANZ,10/23/2022,Contract,25,No
2761-OCIAX,3/6/2022,Billing,55,Yes
2761-OCIAX,7/9/2022,Technical,48,Yes
1661-CZBAU,2/4/2022,Contract,52,No
7520-HQWJU,6/8/2022,Billing,14,Yes
3647-GMGDH,1/24/2022,Other,43,No
3647-GMGDH,1/25/2022,Billing,11,No
3647-GMGDH,1/1/2022,Billing,11,Yes
3647-GMGDH,7/25/2022,Other,22,Yes
2786-GCDPI,7/23/2022,Billing,34,Yes
2786-GCDPI,5/13/2022,Other,18,No
2786-GCDPI,11/20/2022,Billing,14,Yes
2786-GCDPI,8/14/2022,Technical,55,Yes
2786-GCDPI,1/26/2022,Contract,45,Yes
6549-YMFAW,11/21/2022,Contract,36,No
7997-EASSD,10/15/2022,Contract,48,Yes
8268-YDIXR,2/26/2022,Billing,41,No
8268-YDIXR,4/7/2022,Other,59,No
8268-YDIXR,1/30/2022,Contract,12,No
8268-YDIXR,11/17/2022,Other,35,Yes
8268-YDIXR,11/1/2022,Billing,49,Yes
8914-RBTSB,10/17/2022,Technical,56,Yes
8914-RBTSB,4/1/2022,Billing,36,No
8914-RBTSB,5/22/2022,Other,47,No
9391-EOYLI,7/28/2022,Technical,43,Yes
9391-EOYLI,8/20/2022,Technical,44,No
9391-EOYLI,8/9/2022,Technical,23,Yes
9391-EOYLI,10/21/2022,Contract,33,Yes
9391-EOYLI,12/9/2022,Technical,37,No
9600-NAXZN,3/12/2022,Technical,24,No
9600-NAXZN,9/28/2022,Contract,7,No
1022-RKXDR,2/21/2022,Other,42,Yes
1022-RKXDR,8/6/2022,Billing,16,No
1022-RKXDR,5/13/2022,Contract,34,No
2359-KMGLI,7/8/2022,Billing,42,Yes
4328-VUFWD,10/8/2022,Technical,8,Yes
4328-VUFWD,3/16/2022,Contract,24,Yes
4328-VUFWD,9/14/2022,Technical,48,No
4328-VUFWD,5/8/2022,Other,21,No
4328-VUFWD,6/6/2022,Other,54,No
3251-YMVWZ,4/14/2022,Contract,14,Yes
3251-YMVWZ,8/21/2022,Contract,32,No
3251-YMVWZ,12/20/2022,Contract,24,Yes
0423-UDIJQ,2/24/2022,Technical,19,No
0423-UDIJQ,7/31/2022,Other,40,Yes
8434-PNQZX,3/13/2022,Other,13,Yes
8434-PNQZX,1/25/2022,Technical,24,No
8434-PNQZX,11/13/2022,Billing,49,No
8434-PNQZX,9/25/2022,Technical,50,No
8434-PNQZX,10/9/2022,Technical,12,Yes
3419-SNJJD,2/27/2022,Billing,15,Yes
3419-SNJJD,8/2/2022,Contract,6,No
3419-SNJJD,10/3/2022,Billing,60,Yes
3419-SNJJD,8/5/2022,Billing,53,Yes
3470-BTGQO,4/15/2022,Contract,39,No
3470-BTGQO,3/19/2022,Billing,48,Yes
3470-BTGQO,6/22/2022,Technical,47,Yes
3470-BTGQO,6/26/2022,Contract,35,Yes
1834-ABKHQ,11/14/2022,Billing,31,No
1834-ABKHQ,5/16/2022,Contract,16,No
1834-ABKHQ,8/19/2022,Billing,15,No
1834-ABKHQ,9/16/2022,Billing,53,No
0811-GSDTP,7/26/2022,Billing,33,Yes
0811-GSDTP,4/25/2022,Billing,50,Yes
0811-GSDTP,12/24/2022,Technical,51,No
0811-GSDTP,12/18/2022,Contract,44,Yes
0811-GSDTP,11/1/2022,Other,5,No
1621-YNCJH,8/28/2022,Technical,34,No
6734-GMPVK,8/17/2022,Technical,20,Yes
6734-GMPVK,10/21/2022,Technical,54,Yes
6734-GMPVK,8/12/2022,Technical,32,No
6734-GMPVK,4/17/2022,Other,57,Yes
6734-GMPVK,5/1/2022,Contract,10,Yes
3143-ILDAL,3/13/2022,Technical,14,Yes
3143-ILDAL,9/17/2022,Billing,33,No
0611-DFXKO,1/8/2022,Other,11,No
5940-AHUHD,11/14/2022,Contract,29,No
5940-AHUHD,9/22/2022,Technical,26,No
5940-AHUHD,2/17/2022,Contract,40,Yes
7311-MQJCH,4/15/2022,Technical,11,Yes
7311-MQJCH,7/19/2022,Other,44,No
6194-HBGQN,5/2/2022,Technical,56,Yes
6194-HBGQN,4/12/2022,Technical,38,No
5309-TAIKL,6/2/2022,Technical,52,Yes
5309-TAIKL,6/21/2022,Technical,28,Yes
8639-NHQEI,3/27/2022,Technical,51,No
8639-NHQEI,3/13/2022,Other,26,Yes
8639-NHQEI,9/11/2022,Contract,15,No
8639-NHQEI,8/20/2022,Other,17,No
4652-ODEVH,5/27/2022,Contract,45,Yes
4652-ODEVH,10/29/2022,Other,35,No
4652-ODEVH,2/26/2022,Billing,40,Yes
4652-ODEVH,7/19/2022,Technical,21,Yes
6532-YLWSI,4/27/2022,Technical,19,Yes
6532-YLWSI,9/22/2022,Technical,20,No
6532-YLWSI,6/21/2022,Technical,29,Yes
6532-YLWSI,11/21/2022,Other,15,No
6614-YWYSC,9/12/2022,Other,44,Yes
6614-YWYSC,3/16/2022,Other,32,Yes
6614-YWYSC,3/21/2022,Technical,11,Yes
6614-YWYSC,12/7/2022,Other,24,No
6614-YWYSC,12/31/2022,Contract,52,No
3315-IKYZQ,3/27/2022,Other,55,No
3315-IKYZQ,7/2/2022,Billing,45,No
3315-IKYZQ,7/18/2022,Contract,15,No
3315-IKYZQ,12/18/2022,Technical,14,Yes
3315-IKYZQ,12/18/2022,Contract,6,No
1391-UBDAR,10/23/2022,Billing,52,No
1391-UBDAR,1/19/2022,Billing,46,No
5485-ITNPC,7/4/2022,Other,13,Yes
5485-ITNPC,1/7/2022,Technical,48,Yes
9092-GDZKO,5/7/2022,Other,46,Yes
9092-GDZKO,9/19/2022,Other,10,No
9092-GDZKO,10/1/2022,Billing,14,Yes
9092-GDZKO,11/2/2022,Technical,43,Yes
4992-LTJNE,1/1/2023,Contract,46,No
4992-LTJNE,8/27/2022,Contract,34,Yes
4992-LTJNE,2/8/2022,Other,33,Yes
4992-LTJNE,7/3/2022,Other,60,No
5313-FPXWG,11/18/2022,Billing,31,Yes
5313-FPXWG,5/22/2022,Other,5,Yes
0481-SUMCB,6/12/2022,Technical,12,No
7005-CCBKV,7/4/2022,Contract,55,Yes
7005-CCBKV,12/23/2022,Contract,33,No
7005-CCBKV,12/18/2022,Other,21,Yes
0356-ERHVT,10/22/2022,Other,31,No
0356-ERHVT,12/12/2022,Other,26,No
0356-ERHVT,3/8/2022,Technical,47,No
0356-ERHVT,2/22/2022,Other,55,Yes
0356-ERHVT,10/13/2022,Contract,38,Yes
0432-CAJZV,10/26/2022,Other,47,Yes
0432-CAJZV,7/25/2022,Billing,51,Yes
0432-CAJZV,5/26/2022,Billing,31,No
0432-CAJZV,4/13/2022,Contract,32,Yes
5985-BEHZK,5/8/2022,Technical,41,Yes
5985-BEHZK,12/19/2022,Technical,28,Yes
5985-BEHZK,10/5/2022,Other,37,No
5985-BEHZK,2/5/2022,Billing,52,No
5985-BEHZK,4/3/2022,Billing,49,No
1555-DJEQW,8/21/2022,Technical,48,Yes
1555-DJEQW,10/6/2022,Billing,34,Yes
1555-DJEQW,7/7/2022,Other,25,No
1555-DJEQW,8/26/2022,Contract,19,Yes
0141-YEAYS,2/11/2022,Other,56,No
0141-YEAYS,6/1/2022,Other,38,Yes
0141-YEAYS,5/18/2022,Technical,28,Yes
5276-KQWHG,2/11/2022,Technical,25,Yes
5276-KQWHG,10/23/2022,Other,33,Yes
6821-JPCDC,11/20/2022,Contract,59,No
9993-LHIEB,2/12/2022,Other,31,Yes
9993-LHIEB,12/30/2022,Billing,9,No
7812-FZHPE,12/31/2022,Other,32,No
7812-FZHPE,10/10/2022,Other,47,Yes
7812-FZHPE,5/6/2022,Contract,21,No
7812-FZHPE,6/5/2022,Other,8,Yes
8190-ZTQFB,5/26/2022,Contract,50,Yes
8190-ZTQFB,8/10/2022,Other,12,Yes
8190-ZTQFB,2/21/2022,Technical,45,No
8190-ZTQFB,10/2/2022,Contract,59,Yes
5883-GTGVD,2/26/2022,Contract,23,No
5883-GTGVD,3/2/2022,Contract,33,No
5883-GTGVD,6/25/2022,Other,31,No
6839-ITVZJ,12/31/2022,Contract,17,Yes
6839-ITVZJ,7/6/2022,Billing,48,No
6839-ITVZJ,6/2/2022,Contract,51,No
6839-ITVZJ,12/15/2022,Billing,36,No
6839-ITVZJ,6/9/2022,Other,42,Yes
4291-SHSBH,9/5/2022,Technical,56,Yes
4291-SHSBH,1/31/2022,Billing,56,No
4291-SHSBH,12/31/2022,Billing,48,No
4291-SHSBH,10/10/2022,Other,58,No
4291-SHSBH,12/7/2022,Other,57,Yes
8486-AYEQH,6/4/2022,Technical,28,No
4184-TJFAN,10/11/2022,Technical,47,Yes
4184-TJFAN,2/6/2022,Other,15,Yes
4184-TJFAN,4/19/2022,Billing,55,No
4184-TJFAN,6/18/2022,Technical,44,No
4184-TJFAN,12/18/2022,Contract,15,Yes
1699-TLDLZ,1/8/2022,Technical,42,No
1699-TLDLZ,7/1/2022,Other,45,No
2959-MJHIC,5/28/2022,Technical,15,Yes
2959-MJHIC,4/14/2022,Other,48,Yes
2959-MJHIC,12/15/2022,Technical,21,Yes
2959-MJHIC,7/4/2022,Billing,41,Yes
2959-MJHIC,1/21/2022,Technical,18,Yes
6094-ZIVKX,11/5/2022,Technical,32,Yes
6094-ZIVKX,3/8/2022,Contract,56,No
6094-ZIVKX,10/3/2022,Contract,9,No
9823-EALYC,4/12/2022,Billing,16,Yes
9823-EALYC,8/22/2022,Technical,58,No
4611-ANLQC,5/17/2022,Billing,20,No
4611-ANLQC,9/20/2022,Other,16,Yes
4611-ANLQC,1/23/2022,Other,10,No
4611-ANLQC,6/14/2022,Contract,38,No
4611-ANLQC,7/10/2022,Billing,32,Yes
7402-PWYJJ,6/4/2022,Billing,25,Yes
2928-HLDBA,8/13/2022,Billing,39,Yes
2928-HLDBA,12/23/2022,Technical,53,No
2928-HLDBA,12/26/2022,Other,53,Yes
1091-SOZGA,6/29/2022,Technical,50,No
1091-SOZGA,10/24/2022,Technical,57,Yes
1407-DIGZV,8/8/2022,Other,56,Yes
1407-DIGZV,1/12/2022,Technical,36,No
1407-DIGZV,5/18/2022,Technical,32,Yes
0971-QIFJK,2/27/2022,Technical,53,No
6692-YQHXC,4/6/2022,Technical,46,No
6692-YQHXC,1/14/2022,Other,22,No
6692-YQHXC,6/20/2022,Billing,20,Yes
4455-BFSPD,4/14/2022,Contract,23,No
4455-BFSPD,12/13/2022,Billing,9,No
4455-BFSPD,2/10/2022,Technical,15,Yes
4455-BFSPD,2/3/2022,Contract,28,Yes
5832-EXGTT,4/4/2022,Other,56,Yes
5832-EXGTT,8/30/2022,Other,35,No
5599-HVLTW,2/1/2022,Contract,26,No
5599-HVLTW,4/24/2022,Contract,18,No
5599-HVLTW,5/4/2022,Other,44,No
5599-HVLTW,5/30/2022,Contract,14,Yes
9586-JGQKH,1/22/2022,Contract,34,Yes
9586-JGQKH,1/25/2022,Other,47,No
9586-JGQKH,9/15/2022,Contract,22,Yes
9586-JGQKH,9/25/2022,Technical,13,Yes
1644-IRKSF,1/28/2022,Contract,28,Yes
1644-IRKSF,7/31/2022,Contract,30,Yes
9102-IAYHT,9/1/2022,Billing,22,No
9102-IAYHT,7/23/2022,Billing,57,Yes
9102-IAYHT,4/25/2022,Contract,5,Yes
9135-MGVPY,11/30/2022,Technical,7,Yes
9610-WCESF,5/13/2022,Technical,20,No
2840-XANRC,4/20/2022,Other,37,No
2840-XANRC,11/30/2022,Technical,49,No
4827-USJHP,1/10/2022,Billing,60,Yes
4827-USJHP,8/30/2022,Other,56,No
4827-USJHP,6/8/2022,Contract,17,Yes
4827-USJHP,8/25/2022,Other,25,Yes
4827-USJHP,8/25/2022,Billing,11,Yes
2977-CEBSX,9/20/2022,Contract,10,Yes
2977-CEBSX,10/3/2022,Contract,13,No
2977-CEBSX,7/4/2022,Technical,49,Yes
4797-AXPXK,8/29/2022,Technical,54,No
4797-AXPXK,1/1/2022,Technical,60,Yes
4797-AXPXK,1/15/2022,Other,13,Yes
4797-AXPXK,12/27/2022,Contract,48,Yes
1053-MXTTK,3/19/2022,Contract,19,No
2357-COQEK,4/2/2022,Contract,31,No
2357-COQEK,8/1/2022,Contract,52,Yes
6082-OQFBA,9/4/2022,Other,20,No
6082-OQFBA,2/15/2022,Billing,23,No
6082-OQFBA,8/25/2022,Technical,30,Yes
6082-OQFBA,8/19/2022,Technical,47,Yes
9715-WZCLW,4/25/2022,Contract,41,No
9715-WZCLW,5/14/2022,Contract,42,Yes
9715-WZCLW,6/29/2022,Contract,9,Yes
9715-WZCLW,6/23/2022,Technical,59,No
9715-WZCLW,5/30/2022,Billing,46,Yes
9223-UCPVT,6/7/2022,Technical,34,Yes
9386-LDCZR,1/9/2022,Other,53,Yes
9386-LDCZR,10/19/2022,Other,57,No
9386-LDCZR,3/21/2022,Billing,56,Yes
9386-LDCZR,1/15/2022,Billing,34,No
8064-RAVOH,11/25/2022,Other,36,No
8064-RAVOH,10/20/2022,Other,13,Yes
8064-RAVOH,2/25/2022,Billing,43,Yes
7605-BDWDC,1/24/2022,Contract,43,No
7605-BDWDC,10/16/2022,Technical,51,No
8645-KWHJO,9/10/2022,Billing,31,No
8645-KWHJO,3/9/2022,Contract,10,No
8645-KWHJO,10/3/2022,Other,16,Yes
5701-SVCWR,12/20/2022,Billing,45,Yes
5701-SVCWR,7/17/2022,Technical,38,Yes
5701-SVCWR,9/23/2022,Billing,58,Yes
2956-GGUCQ,6/8/2022,Technical,44,Yes
2956-GGUCQ,3/7/2022,Billing,10,No
3758-CKOQL,4/8/2022,Other,46,Yes
6131-FOYAS,5/16/2022,Contract,39,Yes
4009-ALQFH,2/7/2022,Technical,57,No
4009-ALQFH,10/21/2022,Technical,17,No
4009-ALQFH,5/20/2022,Billing,8,Yes
4009-ALQFH,8/19/2022,Technical,20,Yes
4009-ALQFH,11/9/2022,Contract,48,Yes
2460-NGXBJ,2/23/2022,Billing,31,Yes
9399-APLBT,12/30/2022,Contract,40,No
9399-APLBT,1/21/2022,Billing,57,No
9399-APLBT,9/20/2022,Contract,47,No
9399-APLBT,5/24/2022,Contract,39,No
9399-APLBT,8/12/2022,Contract,15,No
7147-AYBAA,3/3/2022,Other,41,Yes
7147-AYBAA,5/26/2022,Technical,7,Yes
7147-AYBAA,5/10/2022,Other,45,No
2144-BFDSO,8/12/2022,Contract,51,Yes
4343-EJVQB,8/24/2022,Technical,38,Yes
5536-RTPWK,5/25/2022,Contract,53,No
5536-RTPWK,4/16/2022,Technical,54,No
5536-RTPWK,9/2/2022,Billing,55,Yes
5536-RTPWK,2/18/2022,Other,25,Yes
1784-EZDKJ,2/14/2022,Other,35,Yes
1784-EZDKJ,7/1/2022,Contract,46,Yes
1784-EZDKJ,4/18/2022,Technical,34,No
8372-JUXUI,6/8/2022,Technical,60,Yes
7163-OCEQI,12/14/2022,Billing,53,Yes
7163-OCEQI,8/10/2022,Technical,45,No
2347-WKKAE,5/10/2022,Contract,32,Yes
2347-WKKAE,3/25/2022,Contract,11,No
2347-WKKAE,5/15/2022,Technical,47,Yes
1618-CFHME,11/10/2022,Other,29,No
1618-CFHME,4/29/2022,Technical,14,No
1618-CFHME,2/22/2022,Other,43,Yes
1618-CFHME,8/1/2022,Technical,45,Yes
1618-CFHME,10/14/2022,Billing,33,Yes
1306-RPWXZ,10/10/2022,Technical,32,Yes
1306-RPWXZ,3/16/2022,Technical,54,Yes
1306-RPWXZ,3/2/2022,Contract,56,Yes
9178-JHUVJ,5/13/2022,Technical,42,No
9178-JHUVJ,4/10/2022,Billing,9,No
0442-TDYUO,12/4/2022,Technical,17,No
0442-TDYUO,12/11/2022,Technical,15,Yes
0442-TDYUO,12/18/2022,Contract,14,No
0442-TDYUO,4/25/2022,Contract,34,Yes
1506-YJTYT,7/3/2022,Technical,5,Yes
1506-YJTYT,4/2/2022,Other,20,Yes
1506-YJTYT,4/7/2022,Billing,55,Yes
1506-YJTYT,3/4/2022,Technical,30,Yes
5567-GZKQY,8/15/2022,Billing,10,No
7634-HLQJR,6/6/2022,Contract,6,Yes
9564-KCLHR,4/18/2022,Technical,9,No
9564-KCLHR,11/19/2022,Technical,39,Yes
9564-KCLHR,5/6/2022,Other,17,Yes
9564-KCLHR,12/23/2022,Technical,42,Yes
9564-KCLHR,5/29/2022,Contract,15,Yes
5380-XPJNZ,4/14/2022,Billing,22,No
3319-DWOEP,9/15/2022,Technical,18,No
3319-DWOEP,5/29/2022,Contract,36,Yes
4640-UHDOS,2/20/2022,Technical,19,No
4640-UHDOS,10/2/2022,Billing,11,Yes
3606-TWKGI,8/8/2022,Technical,49,No
3606-TWKGI,6/9/2022,Technical,51,No
3606-TWKGI,9/25/2022,Billing,15,Yes
5208-FVQKB,6/8/2022,Other,22,No
5208-FVQKB,8/17/2022,Technical,40,No
5208-FVQKB,8/9/2022,Contract,54,Yes
5208-FVQKB,11/28/2022,Contract,33,No
5208-FVQKB,1/4/2022,Contract,57,No
7674-YTAFD,11/27/2022,Billing,49,No
7674-YTAFD,2/3/2022,Technical,25,Yes
7674-YTAFD,2/28/2022,Contract,60,No
7674-YTAFD,8/27/2022,Billing,38,No
7674-YTAFD,9/5/2022,Technical,59,No
5136-GFPMB,7/21/2022,Billing,52,Yes
5136-GFPMB,10/11/2022,Technical,36,Yes
5136-GFPMB,4/4/2022,Technical,57,Yes
5136-GFPMB,8/13/2022,Contract,35,No
7270-BDIOA,4/23/2022,Contract,48,No
7270-BDIOA,9/12/2022,Contract,53,No
3957-HHLMR,2/8/2022,Billing,32,Yes
0032-PGELS,8/4/2022,Billing,42,Yes
0032-PGELS,10/11/2022,Billing,20,No
0032-PGELS,5/6/2022,Billing,10,Yes
0032-PGELS,1/17/2022,Contract,40,No
3946-JEWRQ,11/28/2022,Contract,13,Yes
1907-UBQFC,10/27/2022,Contract,21,No
1907-UBQFC,9/2/2022,Technical,11,Yes
1907-UBQFC,8/31/2022,Other,39,No
1907-UBQFC,8/31/2022,Billing,26,No
1907-UBQFC,2/28/2022,Billing,47,No
2171-UDMFD,9/15/2022,Other,31,No
2171-UDMFD,6/16/2022,Technical,42,Yes
2171-UDMFD,7/15/2022,Other,54,No
2171-UDMFD,8/8/2022,Billing,59,No
2171-UDMFD,11/14/2022,Technical,14,Yes
5298-GSTLM,11/18/2022,Billing,39,Yes
5298-GSTLM,1/11/2022,Billing,20,No
5298-GSTLM,8/17/2022,Other,43,Yes
3373-DIUUN,2/12/2022,Contract,52,No
3373-DIUUN,11/28/2022,Billing,16,No
3373-DIUUN,1/1/2022,Other,45,No
3373-DIUUN,7/26/2022,Billing,59,No
3373-DIUUN,5/31/2022,Contract,14,Yes
3769-MHZNV,2/17/2022,Contract,10,Yes
3769-MHZNV,5/19/2022,Technical,55,No
4770-UEZOX,4/24/2022,Billing,50,No
4770-UEZOX,4/12/2022,Contract,16,No
4770-UEZOX,11/23/2022,Other,6,No
4770-UEZOX,2/14/2022,Contract,8,No
4770-UEZOX,2/11/2022,Contract,32,Yes
3420-ZDBMA,8/18/2022,Technical,34,No
3420-ZDBMA,5/1/2022,Other,51,No
3420-ZDBMA,8/4/2022,Technical,37,Yes
8761-NSOBC,4/20/2022,Billing,40,No
8761-NSOBC,9/2/2022,Technical,15,No
8761-NSOBC,9/28/2022,Contract,30,Yes
2330-PQGDQ,2/11/2022,Technical,57,Yes
2330-PQGDQ,5/28/2022,Other,41,No
2330-PQGDQ,12/9/2022,Technical,48,Yes
2330-PQGDQ,2/19/2022,Other,19,Yes
2237-ZFSMY,10/4/2022,Technical,18,Yes
2237-ZFSMY,8/8/2022,Other,14,No
2237-ZFSMY,6/26/2022,Technical,6,Yes
1415-YFWLT,11/29/2022,Contract,51,Yes
1415-YFWLT,5/28/2022,Technical,23,No
1415-YFWLT,1/31/2022,Billing,35,Yes
1415-YFWLT,5/14/2022,Contract,46,Yes
0415-MOSGF,1/9/2022,Technical,38,No
1218-VKFPE,11/19/2022,Contract,53,Yes
1218-VKFPE,3/23/2022,Other,21,No
1218-VKFPE,12/29/2022,Billing,37,Yes
1218-VKFPE,11/21/2022,Technical,35,Yes
7452-FOLON,4/11/2022,Other,29,Yes
7452-FOLON,4/29/2022,Technical,20,No
8067-NIOYM,2/28/2022,Technical,29,Yes
0689-DSXGL,12/5/2022,Contract,23,Yes
0354-VXMJC,9/10/2022,Technical,6,Yes
1971-DTCZB,10/22/2022,Contract,57,No
1971-DTCZB,5/9/2022,Contract,30,No
1971-DTCZB,2/28/2022,Other,56,Yes
1971-DTCZB,10/5/2022,Contract,32,Yes
1971-DTCZB,12/23/2022,Other,19,No
5380-WJKOV,2/23/2022,Contract,57,No
5380-WJKOV,2/23/2022,Technical,31,No
0410-IPFTY,6/27/2022,Billing,9,No
0410-IPFTY,1/11/2022,Contract,8,Yes
0410-IPFTY,8/11/2022,Technical,53,Yes
8197-BFWVU,2/21/2022,Contract,48,No
8197-BFWVU,10/7/2022,Contract,20,No
3766-EJLFL,1/29/2022,Technical,29,Yes
5456-ITGIC,10/8/2022,Other,26,No
5456-ITGIC,1/16/2022,Other,21,No
5456-ITGIC,11/10/2022,Billing,18,No
3359-DSRKA,2/14/2022,Technical,40,Yes
3359-DSRKA,6/1/2022,Contract,19,No
8109-YUOHE,11/28/2022,Technical,56,Yes
8109-YUOHE,7/1/2022,Other,51,No
8109-YUOHE,9/13/2022,Billing,56,Yes
2479-BRAMR,12/28/2022,Billing,38,No
7551-DACSP,2/28/2022,Contract,58,No
7551-DACSP,11/18/2022,Billing,41,No
8565-WUXZU,2/26/2022,Billing,18,Yes
8565-WUXZU,7/5/2022,Technical,56,No
9637-EIHEQ,10/25/2022,Technical,56,No
9637-EIHEQ,8/17/2022,Billing,15,No
9637-EIHEQ,2/16/2022,Billing,39,No
9637-EIHEQ,3/23/2022,Contract,52,Yes
9637-EIHEQ,11/21/2022,Other,34,No
6308-CQRBU,3/2/2022,Technical,41,No
6308-CQRBU,2/11/2022,Billing,40,No
6308-CQRBU,7/12/2022,Contract,24,Yes
6308-CQRBU,8/6/2022,Contract,45,Yes
1184-PJVDB,8/16/2022,Other,36,Yes
9079-YEXQJ,3/11/2022,Other,59,Yes
9079-YEXQJ,4/15/2022,Contract,60,No
9079-YEXQJ,6/16/2022,Contract,35,No
9079-YEXQJ,6/15/2022,Technical,54,Yes
9079-YEXQJ,1/14/2022,Other,60,No
5522-JBWMO,5/16/2022,Other,32,Yes
5522-JBWMO,11/29/2022,Billing,39,No
5522-JBWMO,7/12/2022,Technical,17,No
5813-UECBU,5/23/2022,Billing,35,Yes
5813-UECBU,6/13/2022,Technical,53,No
5813-UECBU,8/20/2022,Billing,59,No
5813-UECBU,2/26/2022,Technical,14,No
1106-HRLKZ,9/4/2022,Contract,41,Yes
1106-HRLKZ,8/12/2022,Billing,59,Yes
1106-HRLKZ,5/30/2022,Other,50,No
1106-HRLKZ,12/10/2022,Technical,18,Yes
1106-HRLKZ,7/2/2022,Other,29,Yes
6827-IEAUQ,2/12/2022,Billing,41,Yes
6827-IEAUQ,8/26/2022,Billing,21,Yes
6827-IEAUQ,2/8/2022,Billing,6,Yes
6827-IEAUQ,1/23/2022,Billing,7,No
8100-HZZLJ,7/24/2022,Other,28,Yes
8100-HZZLJ,3/29/2022,Contract,25,Yes
9136-ALYBR,1/7/2022,Other,48,No
9136-ALYBR,3/30/2022,Other,7,Yes
9136-ALYBR,8/17/2022,Other,57,Yes
9136-ALYBR,12/19/2022,Contract,39,No
9136-ALYBR,5/3/2022,Contract,8,No
9845-PEEKO,7/28/2022,Other,58,No
6289-CPNLD,4/26/2022,Contract,11,No
5656-JAMLX,2/27/2022,Other,26,Yes
5656-JAMLX,7/19/2022,Contract,10,Yes
9659-QEQSY,10/24/2022,Billing,45,Yes
9659-QEQSY,5/20/2022,Billing,50,Yes
5934-TSSAU,10/25/2022,Technical,46,No
5934-TSSAU,4/25/2022,Billing,54,No
7831-QGOXH,1/15/2022,Technical,37,Yes
7831-QGOXH,12/13/2022,Billing,33,Yes
0979-MOZQI,9/23/2022,Billing,24,No
6257-RJOHI,6/26/2022,Technical,23,No
6257-RJOHI,12/24/2022,Technical,52,Yes
6257-RJOHI,3/8/2022,Other,9,No
6257-RJOHI,8/5/2022,Technical,35,Yes
3027-ZTDHO,11/28/2022,Technical,51,Yes
5961-VUSRV,8/26/2022,Contract,44,Yes
5961-VUSRV,5/21/2022,Other,26,Yes
5961-VUSRV,6/28/2022,Billing,59,Yes
5961-VUSRV,8/17/2022,Billing,35,Yes
5961-VUSRV,1/7/2022,Billing,25,No
7041-TXQJH,8/21/2022,Other,11,No
7041-TXQJH,11/12/2022,Other,14,Yes
7041-TXQJH,3/16/2022,Technical,38,Yes
7041-TXQJH,6/10/2022,Other,47,Yes
0215-BQKGS,8/23/2022,Contract,15,Yes
0215-BQKGS,2/20/2022,Contract,15,Yes
0215-BQKGS,6/28/2022,Billing,53,No
2587-YNLES,10/11/2022,Contract,32,Yes
2587-YNLES,12/1/2022,Billing,34,Yes
2587-YNLES,8/15/2022,Technical,15,No
2587-YNLES,11/28/2022,Technical,28,Yes
2587-YNLES,10/21/2022,Other,43,No
2533-TIBIX,4/23/2022,Other,30,Yes
2533-TIBIX,6/5/2022,Technical,10,No
2533-TIBIX,7/27/2022,Contract,18,No
2533-TIBIX,8/15/2022,Technical,14,No
1485-YDHMM,12/15/2022,Contract,6,No
1485-YDHMM,8/23/2022,Technical,42,No
1485-YDHMM,10/8/2022,Other,14,No
1485-YDHMM,5/15/2022,Contract,37,No
