customerID,payment_date,amount,method
9030-QGZNL,2022-07-18,20.85,Credit Card
9030-QGZNL,2022-08-23,20.85,Cash
9030-QGZNL,2022-09-25,20.85,Direct Debit
9030-QGZNL,2022-10-28,20.85,Cash
9030-QGZNL,2022-11-24,20.85, Bank Transfer
9030-QGZNL,2022-12-14,20.85,Direct Debit
6204-IEUXJ,2022-01-25,80.1,Cash
6204-IEUXJ,2022-02-23,80.1,Cash
6204-IEUXJ,2022-03-20,80.1,Direct Debit
6204-IEUXJ,2022-04-10,80.1,Credit Card
6204-IEUXJ,2022-05-23,80.1,Direct Debit
6204-IEUXJ,2022-06-22,80.1, Bank Transfer
6204-IEUXJ,2022-07-06,80.1,Direct Debit
6204-IEUXJ,2022-08-17,80.1, Bank Transfer
6204-IEUXJ,2022-09-15,80.1,Credit Card
6204-IEUXJ,2022-10-20,80.1,Cash
6204-IEUXJ,2022-11-22,80.1,Cash
6204-IEUXJ,2022-12-02,80.1,Credit Card
3126-WQMGH,2022-01-17,52.15, Bank Transfer
3126-WQMGH,2022-02-08,52.15,Direct Debit
3126-WQMGH,2022-03-17,52.15,Cash
3126-WQMGH,2022-04-27,52.15,Direct Debit
3126-WQMGH,2022-05-11,52.15,Credit Card
3126-WQMGH,2022-06-28,52.15, Bank Transfer
3126-WQMGH,2022-07-19,52.15,Credit Card
3126-WQMGH,2022-08-08,52.15,Credit Card
3126-WQMGH,2022-09-04,52.15,Cash
3126-WQMGH,2022-10-20,52.15, Bank Transfer
3126-WQMGH,2022-11-07,52.15, Bank Transfer
3126-WQMGH,2022-12-02,52.15,Cash
4529-CKBCL,2022-01-06,80.2,Direct Debit
4529-CKBCL,2022-02-12,80.2, Bank Transfer
4529-CKBCL,2022-03-05,80.2,Credit Card
4529-CKBCL,2022-04-10,80.2,Cash
4529-CKBCL,2022-05-01,80.2,Credit Card
4529-CKBCL,2022-06-09,80.2,Cash
4529-CKBCL,2022-07-11,80.2,Cash
4529-CKBCL,2022-08-09,80.2,Credit Card
4529-CKBCL,2022-09-24,80.2,Credit Card
4529-CKBCL,2022-10-24,80.2, Bank Transfer
4529-CKBCL,2022-11-22,80.2,Direct Debit
4529-CKBCL,2022-12-20,80.2,Cash
2506-CLAKW,2022-01-02,98.15,Direct Debit
2506-CLAKW,2022-02-16,98.15,Credit Card
2506-CLAKW,2022-03-19,98.15, Bank Transfer
2506-CLAKW,2022-04-23,98.15,Credit Card
2506-CLAKW,2022-05-12,98.15,Direct Debit
2506-CLAKW,2022-06-10,98.15,Credit Card
2506-CLAKW,2022-07-27,98.15, Bank Transfer
2506-CLAKW,2022-08-20,98.15, Bank Transfer
2506-CLAKW,2022-09-20,98.15,Direct Debit
2506-CLAKW,2022-10-21,98.15,Credit Card
2506-CLAKW,2022-11-11,98.15,Cash
2506-CLAKW,2022-12-14,98.15,Cash
7176-WRTNX,2022-01-13,114.95,Direct Debit
7176-WRTNX,2022-02-14,114.95,Credit Card
7176-WRTNX,2022-03-14,114.95,Direct Debit
7176-WRTNX,2022-04-22,114.95,Direct Debit
7176-WRTNX,2022-05-28,114.95,Credit Card
7176-WRTNX,2022-06-14,114.95,Cash
7176-WRTNX,2022-07-27,114.95,Direct Debit
7176-WRTNX,2022-08-25,114.95,Credit Card
7176-WRTNX,2022-09-27,114.95, Bank Transfer
7176-WRTNX,2022-10-19,114.95,Cash
7176-WRTNX,2022-11-26,114.95,Direct Debit
7176-WRTNX,2022-12-12,114.95,Cash
1583-IHQZE,2022-01-03,112.95,Cash
1583-IHQZE,2022-02-05,112.95, Bank Transfer
1583-IHQZE,2022-03-13,112.95,Direct Debit
1583-IHQZE,2022-04-24,112.95, Bank Transfer
1583-IHQZE,2022-05-17,112.95,Direct Debit
1583-IHQZE,2022-06-02,112.95,Cash
1583-IHQZE,2022-07-21,112.95,Cash
1583-IHQZE,2022-08-20,112.95,Credit Card
1583-IHQZE,2022-09-15,112.95,Credit Card
1583-IHQZE,2022-10-21,112.95,Cash
1583-IHQZE,2022-11-28,112.95,Direct Debit
1583-IHQZE,2022-12-24,112.95,Cash
5732-IKGQH,2022-01-09,104.45,Cash
5732-IKGQH,2022-02-24,104.45,Cash
5732-IKGQH,2022-03-17,104.45,Credit Card
5732-IKGQH,2022-04-28,104.45,Direct Debit
5732-IKGQH,2022-05-12,104.45,Cash
5732-IKGQH,2022-06-09,104.45,Direct Debit
5732-IKGQH,2022-07-22,104.45, Bank Transfer
5732-IKGQH,2022-08-23,104.45,Credit Card
5732-IKGQH,2022-09-05,104.45, Bank Transfer
5732-IKGQH,2022-10-15,104.45,Cash
5732-IKGQH,2022-11-23,104.45, Bank Transfer
5732-IKGQH,2022-12-09,104.45,Credit Card
9239-GZHZE,2022-01-28,113.65,Cash
9239-GZHZE,2022-02-20,113.65, Bank Transfer
9239-GZHZE,2022-03-04,113.65,Cash
9239-GZHZE,2022-04-22,113.65, Bank Transfer
9239-GZHZE,2022-05-19,113.65, Bank Transfer
9239-GZHZE,2022-06-09,113.65,Credit Card
9239-GZHZE,2022-07-28,113.65,Direct Debit
9239-GZHZE,2022-08-12,113.65,Direct Debit
9239-GZHZE,2022-09-14,113.65, Bank Transfer
9239-GZHZE,2022-10-05,113.65,Direct Debit
9239-GZHZE,2022-11-12,113.65,Cash
9239-GZHZE,2022-12-01,113.65,Direct Debit
7205-BAIAD,2022-01-04,20.6,Direct Debit
7205-BAIAD,2022-02-22,20.6,Direct Debit
7205-BAIAD,2022-03-24,20.6, Bank Transfer
7205-BAIAD,2022-04-02,20.6,Credit Card
7205-BAIAD,2022-05-17,20.6,Direct Debit
7205-BAIAD,2022-06-25,20.6,Cash
7205-BAIAD,2022-07-13,20.6,Credit Card
7205-BAIAD,2022-08-08,20.6,Direct Debit
7205-BAIAD,2022-09-16,20.6,Credit Card
7205-BAIAD,2022-10-06,20.6,Credit Card
7205-BAIAD,2022-11-24,20.6,Direct Debit
7205-BAIAD,2022-12-17,20.6, Bank Transfer
0151-ONTOV,2022-01-07,70.9,Cash
0151-ONTOV,2022-02-02,70.9,Cash
0151-ONTOV,2022-03-09,70.9,Direct Debit
0151-ONTOV,2022-04-19,70.9,Direct Debit
0151-ONTOV,2022-05-27,70.9,Direct Debit
0151-ONTOV,2022-06-15,70.9,Direct Debit
0151-ONTOV,2022-07-05,70.9,Direct Debit
0151-ONTOV,2022-08-13,70.9,Credit Card
0151-ONTOV,2022-09-25,70.9,Credit Card
0151-ONTOV,2022-10-06,70.9,Cash
0151-ONTOV,2022-11-11,70.9,Credit Card
0151-ONTOV,2022-12-16,70.9,Direct Debit
4140-MUHUG,2022-01-09,86.85,Direct Debit
4140-MUHUG,2022-02-18,86.85,Cash
4140-MUHUG,2022-03-18,86.85,Cash
4140-MUHUG,2022-04-26,86.85, Bank Transfer
4140-MUHUG,2022-05-14,86.85,Cash
4140-MUHUG,2022-06-13,86.85,Direct Debit
4140-MUHUG,2022-07-22,86.85,Cash
4140-MUHUG,2022-08-16,86.85,Credit Card
4140-MUHUG,2022-09-04,86.85,Credit Card
4140-MUHUG,2022-10-13,86.85,Credit Card
4140-MUHUG,2022-11-26,86.85,Direct Debit
4140-MUHUG,2022-12-15,86.85,Cash
0093-EXYQL,2022-01-09,91.55,Direct Debit
0093-EXYQL,2022-02-13,91.55,Cash
0093-EXYQL,2022-03-08,91.55,Cash
0093-EXYQL,2022-04-20,91.55,Credit Card
0093-EXYQL,2022-05-24,91.55, Bank Transfer
0093-EXYQL,2022-06-06,91.55,Cash
0093-EXYQL,2022-07-22,91.55, Bank Transfer
0093-EXYQL,2022-08-18,91.55, Bank Transfer
0093-EXYQL,2022-09-28,91.55,Direct Debit
0093-EXYQL,2022-10-14,91.55,Credit Card
0093-EXYQL,2022-11-15,91.55,Credit Card
0093-EXYQL,2022-12-17,91.55, Bank Transfer
8064-RAVOH,2022-01-07,49.85,Direct Debit
8064-RAVOH,2022-02-01,49.85, Bank Transfer
8064-RAVOH,2022-03-10,49.85,Cash
8064-RAVOH,2022-04-03,49.85,Cash
8064-RAVOH,2022-05-22,49.85,Credit Card
8064-RAVOH,2022-06-22,49.85,Direct Debit
8064-RAVOH,2022-07-18,49.85,Direct Debit
8064-RAVOH,2022-08-17,49.85,Credit Card
8064-RAVOH,2022-09-24,49.85,Cash
8064-RAVOH,2022-10-15,49.85,Cash
8064-RAVOH,2022-11-24,49.85,Credit Card
8064-RAVOH,2022-12-21,49.85,Direct Debit
0219-QAERP,2022-01-26,19.8,Credit Card
0219-QAERP,2022-02-12,19.8,Cash
0219-QAERP,2022-03-02,19.8,Direct Debit
0219-QAERP,2022-04-20,19.8,Cash
0219-QAERP,2022-05-12,19.8, Bank Transfer
0219-QAERP,2022-06-12,19.8, Bank Transfer
0219-QAERP,2022-07-17,19.8,Cash
0219-QAERP,2022-08-04,19.8,Credit Card
0219-QAERP,2022-09-07,19.8,Credit Card
0219-QAERP,2022-10-27,19.8, Bank Transfer
0219-QAERP,2022-11-12,19.8, Bank Transfer
0219-QAERP,2022-12-22,19.8,Cash
0320-JDNQG,2022-01-17,99.85, Bank Transfer
0320-JDNQG,2022-02-02,99.85,Cash
0320-JDNQG,2022-03-14,99.85,Direct Debit
0320-JDNQG,2022-04-09,99.85,Credit Card
0320-JDNQG,2022-05-20,99.85,Cash
0320-JDNQG,2022-06-28,99.85, Bank Transfer
0320-JDNQG,2022-07-28,99.85, Bank Transfer
0320-JDNQG,2022-08-23,99.85,Direct Debit
0320-JDNQG,2022-09-14,99.85,Direct Debit
0320-JDNQG,2022-10-06,99.85,Cash
0320-JDNQG,2022-11-25,99.85,Direct Debit
0320-JDNQG,2022-12-15,99.85,Cash
7180-PISOG,2022-01-06,74.5, Bank Transfer
7180-PISOG,2022-02-23,74.5,Credit Card
7180-PISOG,2022-03-05,74.5, Bank Transfer
7180-PISOG,2022-04-10,74.5,Direct Debit
7180-PISOG,2022-05-13,74.5,Cash
7180-PISOG,2022-06-11,74.5,Cash
7180-PISOG,2022-07-07,74.5, Bank Transfer
7180-PISOG,2022-08-25,74.5,Credit Card
7180-PISOG,2022-09-09,74.5, Bank Transfer
7180-PISOG,2022-10-26,74.5,Direct Debit
7180-PISOG,2022-11-12,74.5,Direct Debit
7180-PISOG,2022-12-28,74.5, Bank Transfer
9168-INPSZ,2022-01-19,104.15, Bank Transfer
9168-INPSZ,2022-02-28,104.15,Cash
9168-INPSZ,2022-03-02,104.15,Credit Card
9168-INPSZ,2022-04-07,104.15,Cash
9168-INPSZ,2022-05-27,104.15, Bank Transfer
9168-INPSZ,2022-06-02,104.15,Direct Debit
9168-INPSZ,2022-07-24,104.15,Direct Debit
9168-INPSZ,2022-08-09,104.15,Cash
9168-INPSZ,2022-09-11,104.15,Direct Debit
9168-INPSZ,2022-10-15,104.15, Bank Transfer
9168-INPSZ,2022-11-05,104.15,Cash
9168-INPSZ,2022-12-10,104.15,Direct Debit
3571-RFHAR,2022-01-23,109.15,Credit Card
3571-RFHAR,2022-02-03,109.15,Cash
3571-RFHAR,2022-03-14,109.15,Cash
3571-RFHAR,2022-04-10,109.15,Credit Card
3571-RFHAR,2022-05-03,109.15,Credit Card
3571-RFHAR,2022-06-17,109.15, Bank Transfer
3571-RFHAR,2022-07-10,109.15,Direct Debit
3571-RFHAR,2022-08-01,109.15, Bank Transfer
3571-RFHAR,2022-09-17,109.15,Cash
3571-RFHAR,2022-10-28,109.15,Cash
3571-RFHAR,2022-11-13,109.15, Bank Transfer
3571-RFHAR,2022-12-23,109.15,Direct Debit
0015-UOCOJ,2022-01-13,48.2,Direct Debit
0015-UOCOJ,2022-02-21,48.2,Cash
0015-UOCOJ,2022-03-21,48.2,Cash
0015-UOCOJ,2022-04-14,48.2,Direct Debit
0015-UOCOJ,2022-05-07,48.2,Direct Debit
0015-UOCOJ,2022-06-12,48.2,Credit Card
0015-UOCOJ,2022-07-25,48.2,Credit Card
0015-UOCOJ,2022-08-04,48.2, Bank Transfer
0015-UOCOJ,2022-09-27,48.2,Direct Debit
0015-UOCOJ,2022-10-09,48.2,Cash
0015-UOCOJ,2022-11-09,48.2,Direct Debit
0015-UOCOJ,2022-12-22,48.2,Cash
5334-AFQJB,2022-01-16,25.1, Bank Transfer
5334-AFQJB,2022-02-11,25.1,Cash
5334-AFQJB,2022-03-08,25.1, Bank Transfer
5334-AFQJB,2022-04-17,25.1,Direct Debit
5334-AFQJB,2022-05-16,25.1,Credit Card
5334-AFQJB,2022-06-09,25.1,Direct Debit
5334-AFQJB,2022-07-24,25.1, Bank Transfer
5334-AFQJB,2022-08-08,25.1, Bank Transfer
5334-AFQJB,2022-09-21,25.1,Direct Debit
5334-AFQJB,2022-10-03,25.1,Credit Card
5334-AFQJB,2022-11-16,25.1,Credit Card
5334-AFQJB,2022-12-17,25.1,Direct Debit
2754-SDJRD,2022-01-19,100.15,Cash
2754-SDJRD,2022-02-19,100.15,Direct Debit
2754-SDJRD,2022-03-03,100.15,Direct Debit
2754-SDJRD,2022-04-23,100.15,Credit Card
2754-SDJRD,2022-05-11,100.15,Cash
2754-SDJRD,2022-06-04,100.15,Credit Card
2754-SDJRD,2022-07-12,100.15,Credit Card
2754-SDJRD,2022-08-23,100.15,Credit Card
2754-SDJRD,2022-09-02,100.15,Cash
2754-SDJRD,2022-10-11,100.15,Credit Card
2754-SDJRD,2022-11-06,100.15,Credit Card
2754-SDJRD,2022-12-24,100.15,Credit Card
9578-VRMNM,2022-01-25,65.2,Cash
9578-VRMNM,2022-02-19,65.2,Credit Card
9578-VRMNM,2022-03-05,65.2,Credit Card
9578-VRMNM,2022-04-22,65.2,Credit Card
9578-VRMNM,2022-05-17,65.2,Credit Card
9578-VRMNM,2022-06-18,65.2, Bank Transfer
9578-VRMNM,2022-07-10,65.2, Bank Transfer
9578-VRMNM,2022-08-03,65.2,Direct Debit
9578-VRMNM,2022-09-23,65.2,Cash
9578-VRMNM,2022-10-01,65.2,Cash
9578-VRMNM,2022-11-07,65.2,Cash
9578-VRMNM,2022-12-05,65.2,Credit Card
1587-FKLZB,2022-01-07,99.5, Bank Transfer
1587-FKLZB,2022-02-13,99.5, Bank Transfer
1587-FKLZB,2022-03-23,99.5,Credit Card
1587-FKLZB,2022-04-19,99.5,Credit Card
1587-FKLZB,2022-05-19,99.5,Credit Card
1587-FKLZB,2022-06-04,99.5,Cash
1587-FKLZB,2022-07-04,99.5, Bank Transfer
1587-FKLZB,2022-08-02,99.5,Direct Debit
1587-FKLZB,2022-09-06,99.5,Cash
1587-FKLZB,2022-10-17,99.5,Cash
1587-FKLZB,2022-11-01,99.5, Bank Transfer
1587-FKLZB,2022-12-15,99.5, Bank Transfer
6140-QNRQQ,2022-01-18,71.55,Cash
6140-QNRQQ,2022-02-12,71.55,Cash
6140-QNRQQ,2022-03-11,71.55,Credit Card
6140-QNRQQ,2022-04-24,71.55,Direct Debit
6140-QNRQQ,2022-05-14,71.55,Cash
6140-QNRQQ,2022-06-11,71.55,Cash
6140-QNRQQ,2022-07-20,71.55, Bank Transfer
6140-QNRQQ,2022-08-17,71.55, Bank Transfer
6140-QNRQQ,2022-09-07,71.55,Direct Debit
6140-QNRQQ,2022-10-13,71.55,Cash
6140-QNRQQ,2022-11-21,71.55,Credit Card
6140-QNRQQ,2022-12-07,71.55, Bank Transfer
8963-JLGJT,2022-01-26,55.9,Cash
8963-JLGJT,2022-02-16,55.9,Direct Debit
8963-JLGJT,2022-03-27,55.9, Bank Transfer
8963-JLGJT,2022-04-18,55.9,Cash
8963-JLGJT,2022-05-19,55.9,Direct Debit
8963-JLGJT,2022-06-17,55.9,Direct Debit
8963-JLGJT,2022-07-19,55.9,Direct Debit
8963-JLGJT,2022-08-21,55.9, Bank Transfer
8963-JLGJT,2022-09-07,55.9,Cash
8963-JLGJT,2022-10-14,55.9,Direct Debit
8963-JLGJT,2022-11-12,55.9,Cash
8963-JLGJT,2022-12-26,55.9, Bank Transfer
4307-KTUMW,2022-01-15,93.9,Cash
4307-KTUMW,2022-02-01,93.9,Credit Card
4307-KTUMW,2022-03-21,93.9,Credit Card
4307-KTUMW,2022-04-21,93.9,Cash
4307-KTUMW,2022-05-26,93.9,Direct Debit
4307-KTUMW,2022-06-02,93.9,Direct Debit
4307-KTUMW,2022-07-19,93.9,Credit Card
4307-KTUMW,2022-08-08,93.9,Direct Debit
4307-KTUMW,2022-09-19,93.9,Direct Debit
4307-KTUMW,2022-10-18,93.9,Credit Card
4307-KTUMW,2022-11-11,93.9,Direct Debit
4307-KTUMW,2022-12-11,93.9,Direct Debit
1465-LNTLJ,2022-01-14,64.4, Bank Transfer
1465-LNTLJ,2022-02-28,64.4,Direct Debit
1465-LNTLJ,2022-03-16,64.4, Bank Transfer
1465-LNTLJ,2022-04-22,64.4,Cash
1465-LNTLJ,2022-05-04,64.4,Credit Card
1465-LNTLJ,2022-06-04,64.4, Bank Transfer
1465-LNTLJ,2022-07-06,64.4, Bank Transfer
1465-LNTLJ,2022-08-12,64.4,Direct Debit
1465-LNTLJ,2022-09-23,64.4, Bank Transfer
1465-LNTLJ,2022-10-18,64.4,Direct Debit
1465-LNTLJ,2022-11-06,64.4,Cash
1465-LNTLJ,2022-12-20,64.4,Credit Card
5440-FLBQG,2022-01-18,108.4,Direct Debit
5440-FLBQG,2022-02-20,108.4, Bank Transfer
5440-FLBQG,2022-03-26,108.4, Bank Transfer
5440-FLBQG,2022-04-18,108.4,Credit Card
5440-FLBQG,2022-05-21,108.4,Credit Card
5440-FLBQG,2022-06-15,108.4,Cash
5440-FLBQG,2022-07-22,108.4,Direct Debit
5440-FLBQG,2022-08-07,108.4, Bank Transfer
5440-FLBQG,2022-09-01,108.4, Bank Transfer
5440-FLBQG,2022-10-25,108.4,Cash
5440-FLBQG,2022-11-06,108.4,Credit Card
5440-FLBQG,2022-12-10,108.4, Bank Transfer
2135-DQWAQ,2022-01-01,85.3,Direct Debit
2135-DQWAQ,2022-02-01,85.3, Bank Transfer
2135-DQWAQ,2022-03-21,85.3,Direct Debit
2135-DQWAQ,2022-04-11,85.3,Cash
2135-DQWAQ,2022-05-08,85.3, Bank Transfer
2135-DQWAQ,2022-06-01,85.3,Cash
2135-DQWAQ,2022-07-15,85.3,Credit Card
2135-DQWAQ,2022-08-09,85.3,Credit Card
2135-DQWAQ,2022-09-26,85.3, Bank Transfer
2135-DQWAQ,2022-10-14,85.3,Cash
2135-DQWAQ,2022-11-28,85.3,Direct Debit
2135-DQWAQ,2022-12-12,85.3,Credit Card
4056-QHXHZ,2022-01-26,107.45,Cash
4056-QHXHZ,2022-02-09,107.45,Direct Debit
4056-QHXHZ,2022-03-26,107.45,Cash
4056-QHXHZ,2022-04-01,107.45,Cash
4056-QHXHZ,2022-05-12,107.45,Credit Card
4056-QHXHZ,2022-06-06,107.45,Credit Card
4056-QHXHZ,2022-07-14,107.45,Credit Card
4056-QHXHZ,2022-08-14,107.45,Credit Card
4056-QHXHZ,2022-09-03,107.45,Cash
4056-QHXHZ,2022-10-07,107.45,Credit Card
4056-QHXHZ,2022-11-15,107.45,Credit Card
4056-QHXHZ,2022-12-21,107.45,Cash
7470-MCQTK,2022-01-14,48.75,Direct Debit
7470-MCQTK,2022-02-11,48.75,Credit Card
7470-MCQTK,2022-03-18,48.75,Cash
7470-MCQTK,2022-04-10,48.75,Cash
7470-MCQTK,2022-05-04,48.75,Cash
7470-MCQTK,2022-06-17,48.75,Credit Card
7470-MCQTK,2022-07-22,48.75,Credit Card
7470-MCQTK,2022-08-05,48.75, Bank Transfer
7470-MCQTK,2022-09-15,48.75, Bank Transfer
7470-MCQTK,2022-10-22,48.75,Credit Card
7470-MCQTK,2022-11-24,48.75, Bank Transfer
7470-MCQTK,2022-12-03,48.75, Bank Transfer
7488-MXJIV,2022-01-08,85.65,Direct Debit
7488-MXJIV,2022-02-20,85.65,Credit Card
7488-MXJIV,2022-03-10,85.65, Bank Transfer
7488-MXJIV,2022-04-13,85.65,Cash
7488-MXJIV,2022-05-22,85.65,Cash
7488-MXJIV,2022-06-12,85.65,Credit Card
7488-MXJIV,2022-07-27,85.65,Direct Debit
7488-MXJIV,2022-08-12,85.65, Bank Transfer
7488-MXJIV,2022-09-18,85.65,Cash
7488-MXJIV,2022-10-16,85.65, Bank Transfer
7488-MXJIV,2022-11-05,85.65,Cash
7488-MXJIV,2022-12-19,85.65,Credit Card
7401-JIXNM,2022-01-25,91.3, Bank Transfer
7401-JIXNM,2022-02-01,91.3,Credit Card
7401-JIXNM,2022-03-24,91.3,Direct Debit
7401-JIXNM,2022-04-24,91.3, Bank Transfer
7401-JIXNM,2022-05-17,91.3,Credit Card
7401-JIXNM,2022-06-26,91.3,Credit Card
7401-JIXNM,2022-07-06,91.3,Cash
7401-JIXNM,2022-08-24,91.3,Credit Card
7401-JIXNM,2022-09-12,91.3, Bank Transfer
7401-JIXNM,2022-10-04,91.3, Bank Transfer
7401-JIXNM,2022-11-10,91.3,Credit Card
7401-JIXNM,2022-12-04,91.3,Direct Debit
9339-FIIJL,2022-01-28,85.95,Cash
9339-FIIJL,2022-02-17,85.95, Bank Transfer
9339-FIIJL,2022-03-25,85.95,Cash
9339-FIIJL,2022-04-09,85.95,Direct Debit
9339-FIIJL,2022-05-04,85.95,Cash
9339-FIIJL,2022-06-16,85.95,Direct Debit
9339-FIIJL,2022-07-27,85.95,Credit Card
9339-FIIJL,2022-08-19,85.95, Bank Transfer
9339-FIIJL,2022-09-05,85.95,Credit Card
9339-FIIJL,2022-10-06,85.95,Cash
9339-FIIJL,2022-11-23,85.95, Bank Transfer
9339-FIIJL,2022-12-06,85.95,Cash
2027-FECZV,2022-01-09,106.7,Direct Debit
2027-FECZV,2022-02-02,106.7,Credit Card
2027-FECZV,2022-03-04,106.7,Direct Debit
2027-FECZV,2022-04-05,106.7,Cash
2027-FECZV,2022-05-07,106.7,Direct Debit
2027-FECZV,2022-06-06,106.7,Credit Card
2027-FECZV,2022-07-10,106.7,Cash
2027-FECZV,2022-08-09,106.7,Credit Card
2027-FECZV,2022-09-07,106.7,Credit Card
2027-FECZV,2022-10-16,106.7, Bank Transfer
2027-FECZV,2022-11-13,106.7,Direct Debit
2027-FECZV,2022-12-19,106.7,Direct Debit
2672-DZUOY,2022-01-19,25.15,Credit Card
2672-DZUOY,2022-02-16,25.15,Credit Card
2672-DZUOY,2022-03-26,25.15,Cash
2672-DZUOY,2022-04-10,25.15, Bank Transfer
2672-DZUOY,2022-05-16,25.15,Credit Card
2672-DZUOY,2022-06-27,25.15, Bank Transfer
2672-DZUOY,2022-07-22,25.15,Credit Card
2672-DZUOY,2022-08-01,25.15,Direct Debit
2672-DZUOY,2022-09-07,25.15,Cash
2672-DZUOY,2022-10-20,25.15,Cash
2672-DZUOY,2022-11-26,25.15,Cash
2672-DZUOY,2022-12-21,25.15, Bank Transfer
4706-DGAHW,2022-01-14,45.2,Direct Debit
4706-DGAHW,2022-02-07,45.2,Cash
4706-DGAHW,2022-03-11,45.2,Credit Card
4706-DGAHW,2022-04-08,45.2, Bank Transfer
4706-DGAHW,2022-05-03,45.2,Direct Debit
4706-DGAHW,2022-06-26,45.2,Direct Debit
4706-DGAHW,2022-07-23,45.2,Direct Debit
4706-DGAHW,2022-08-25,45.2,Direct Debit
4706-DGAHW,2022-09-24,45.2,Credit Card
4706-DGAHW,2022-10-18,45.2,Credit Card
4706-DGAHW,2022-11-10,45.2,Direct Debit
4706-DGAHW,2022-12-24,45.2,Direct Debit
3870-MQAMG,2022-01-19,110.35,Cash
3870-MQAMG,2022-02-04,110.35,Cash
3870-MQAMG,2022-03-12,110.35,Cash
3870-MQAMG,2022-04-27,110.35,Credit Card
3870-MQAMG,2022-05-12,110.35, Bank Transfer
3870-MQAMG,2022-06-16,110.35,Credit Card
3870-MQAMG,2022-07-10,110.35,Direct Debit
3870-MQAMG,2022-08-27,110.35, Bank Transfer
3870-MQAMG,2022-09-07,110.35,Cash
3870-MQAMG,2022-10-19,110.35,Credit Card
3870-MQAMG,2022-11-10,110.35, Bank Transfer
3870-MQAMG,2022-12-07,110.35,Credit Card
6670-MFRPK,2022-01-23,79.2,Credit Card
6670-MFRPK,2022-02-14,79.2, Bank Transfer
6670-MFRPK,2022-03-02,79.2, Bank Transfer
6670-MFRPK,2022-04-02,79.2,Credit Card
6670-MFRPK,2022-05-23,79.2,Direct Debit
6670-MFRPK,2022-06-28,79.2,Direct Debit
6670-MFRPK,2022-07-01,79.2, Bank Transfer
6670-MFRPK,2022-08-07,79.2,Cash
6670-MFRPK,2022-09-28,79.2, Bank Transfer
6670-MFRPK,2022-10-27,79.2,Direct Debit
6670-MFRPK,2022-11-15,79.2,Direct Debit
6670-MFRPK,2022-12-27,79.2,Credit Card
6177-PEVRA,2022-01-22,55.5,Cash
6177-PEVRA,2022-02-14,55.5, Bank Transfer
6177-PEVRA,2022-03-07,55.5, Bank Transfer
6177-PEVRA,2022-04-19,55.5, Bank Transfer
6177-PEVRA,2022-05-21,55.5,Cash
6177-PEVRA,2022-06-06,55.5,Cash
6177-PEVRA,2022-07-06,55.5, Bank Transfer
6177-PEVRA,2022-08-20,55.5,Direct Debit
6177-PEVRA,2022-09-08,55.5,Cash
6177-PEVRA,2022-10-27,55.5,Credit Card
6177-PEVRA,2022-11-08,55.5, Bank Transfer
6177-PEVRA,2022-12-03,55.5,Credit Card
4800-CZMPC,2022-01-20,103.25,Credit Card
4800-CZMPC,2022-02-07,103.25,Credit Card
4800-CZMPC,2022-03-21,103.25,Credit Card
4800-CZMPC,2022-04-14,103.25,Credit Card
4800-CZMPC,2022-05-04,103.25,Credit Card
4800-CZMPC,2022-06-12,103.25, Bank Transfer
4800-CZMPC,2022-07-22,103.25,Direct Debit
4800-CZMPC,2022-08-13,103.25, Bank Transfer
4800-CZMPC,2022-09-26,103.25,Credit Card
4800-CZMPC,2022-10-22,103.25,Direct Debit
4800-CZMPC,2022-11-26,103.25,Cash
4800-CZMPC,2022-12-18,103.25,Cash
4813-HQMGZ,2022-01-04,90.25,Cash
4813-HQMGZ,2022-02-10,90.25, Bank Transfer
4813-HQMGZ,2022-03-24,90.25,Direct Debit
4813-HQMGZ,2022-04-20,90.25,Cash
4813-HQMGZ,2022-05-11,90.25,Direct Debit
4813-HQMGZ,2022-06-07,90.25, Bank Transfer
4813-HQMGZ,2022-07-01,90.25,Cash
4813-HQMGZ,2022-08-02,90.25,Direct Debit
4813-HQMGZ,2022-09-12,90.25, Bank Transfer
4813-HQMGZ,2022-10-14,90.25, Bank Transfer
4813-HQMGZ,2022-11-25,90.25,Direct Debit
4813-HQMGZ,2022-12-25,90.25,Cash
7579-KKLOE,2022-01-21,91.25,Credit Card
7579-KKLOE,2022-02-20,91.25,Direct Debit
7579-KKLOE,2022-03-21,91.25,Direct Debit
7579-KKLOE,2022-04-24,91.25,Direct Debit
7579-KKLOE,2022-05-14,91.25,Cash
7579-KKLOE,2022-06-10,91.25,Direct Debit
7579-KKLOE,2022-07-03,91.25,Credit Card
7579-KKLOE,2022-08-10,91.25,Direct Debit
7579-KKLOE,2022-09-28,91.25,Credit Card
7579-KKLOE,2022-10-16,91.25,Cash
7579-KKLOE,2022-11-28,91.25,Direct Debit
7579-KKLOE,2022-12-26,91.25,Cash
7377-DMMRI,2022-01-18,47.8,Direct Debit
7377-DMMRI,2022-02-23,47.8, Bank Transfer
7377-DMMRI,2022-03-10,47.8, Bank Transfer
7377-DMMRI,2022-04-07,47.8,Cash
7377-DMMRI,2022-05-07,47.8,Credit Card
7377-DMMRI,2022-06-10,47.8,Credit Card
7377-DMMRI,2022-07-03,47.8,Direct Debit
7377-DMMRI,2022-08-01,47.8,Credit Card
7377-DMMRI,2022-09-18,47.8, Bank Transfer
7377-DMMRI,2022-10-02,47.8,Direct Debit
